iter	Logloss
0	0.6107945367
1	0.5287718995
2	0.4642661243
3	0.4114418114
4	0.3688492603
5	0.3217645276
6	0.2869736586
7	0.2572373087
8	0.2282038
9	0.2086990565
10	0.1898775619
11	0.1729031387
12	0.1616200647
13	0.1471724615
14	0.1344149652
15	0.1218322709
16	0.1124955983
17	0.103633206
18	0.09682606019
19	0.09142801318
20	0.08559207923
21	0.07840816701
22	0.07268864161
23	0.06922243934
24	0.06525946739
25	0.06177415086
26	0.05704167111
27	0.05315404497
28	0.04975193193
29	0.04685935871
30	0.04360572384
31	0.04115418877
32	0.03815875669
33	0.0363367243
34	0.03450609808
35	0.0327816153
36	0.03178449156
37	0.0303527567
38	0.02883049262
39	0.02775335534
40	0.02674344621
41	0.02570162693
42	0.02456099992
43	0.02362308006
44	0.02293767862
45	0.02197220851
46	0.02068654852
47	0.01980878043
48	0.01932971446
49	0.01876337726
50	0.01814439009
51	0.01771827928
52	0.01741920421
53	0.0169118381
54	0.01647466643
55	0.01608547754
56	0.01580791624
57	0.01545742227
58	0.01523846434
59	0.01493618072
60	0.01456836648
61	0.01406719525
62	0.01375256467
63	0.01336512713
64	0.01305732142
65	0.01294154555
66	0.01248709755
67	0.01214782055
68	0.01196434209
69	0.01174924308
70	0.01145917739
71	0.01120129595
72	0.01093581751
73	0.01087021901
74	0.01074317535
75	0.01064985041
76	0.01045692794
77	0.01037682332
78	0.01013377879
79	0.01000417527
80	0.009894880135
81	0.009676339384
82	0.00951685699
83	0.009302847482
84	0.009199791272
85	0.008996765013
86	0.008867149074
87	0.008703437844
88	0.008586428606
89	0.00844528898
90	0.008390836194
91	0.008241745895
92	0.007958331768
93	0.007874252051
94	0.0077769758
95	0.007704832361
96	0.007510804972
97	0.007405097775
98	0.007306743572
99	0.00727036821
100	0.0072144506
101	0.007169463706
102	0.007117207972
103	0.007069856962
104	0.006963226786
105	0.006830546525
106	0.006777082959
107	0.006592098256
108	0.006534832429
109	0.006520218417
110	0.006430269457
111	0.006302519052
112	0.006257223947
113	0.006161238612
114	0.006100505982
115	0.005969671892
116	0.005874580493
117	0.005773046861
118	0.005715711713
119	0.005644530202
120	0.005600785685
121	0.005492580353
122	0.005448540254
123	0.005275890252
124	0.005180256517
125	0.005133838751
126	0.005093838521
127	0.004910867169
128	0.004840688634
129	0.004815493374
130	0.004798823886
131	0.004654178626
132	0.00462874869
133	0.004620203365
134	0.004578112087
135	0.004554694676
136	0.004516963889
137	0.004450337922
138	0.004343684416
139	0.004297336212
140	0.004263317511
141	0.004226699195
142	0.004160600198
143	0.00413487602
144	0.004085130338
145	0.003998923504
146	0.003941621248
147	0.003922324459
148	0.003905722422
149	0.003889911812
150	0.00385445253
151	0.003820801887
152	0.003805438026
153	0.003783780057
154	0.003760668952
155	0.003712171421
156	0.003615735635
157	0.003567981773
158	0.003513655344
159	0.0035024511
160	0.003462399499
161	0.003430436636
162	0.003413649047
163	0.003367608133
164	0.003319410439
165	0.003288998224
166	0.003276028345
167	0.003256442728
168	0.003240350079
169	0.003221703808
170	0.003185041034
171	0.003163698545
172	0.00311527577
173	0.003086281078
174	0.003072034441
175	0.003058018954
176	0.003020562466
177	0.002962255784
178	0.002923343116
179	0.002889310252
180	0.002870706127
181	0.002839505791
182	0.002820574929
183	0.002785791242
184	0.002693868722
185	0.002672385724
186	0.002657756416
187	0.002640831157
188	0.002630612181
189	0.002576431291
190	0.002552634393
191	0.002515419925
192	0.002488544198
193	0.002465625016
194	0.002429193468
195	0.002406333575
196	0.002387737264
197	0.002370783441
198	0.002357761664
199	0.002343839158
200	0.002308419871
201	0.002294863169
202	0.002280393713
203	0.002253674268
204	0.002238175398
205	0.002217554034
206	0.002208547056
207	0.002171396843
208	0.002171397869
209	0.002171385746
210	0.002165303346
211	0.002146619471
212	0.002134949619
213	0.002112925439
214	0.002086458828
215	0.00206925521
216	0.002046031749
217	0.002023047059
218	0.00200225737
219	0.001998694785
220	0.001989728945
221	0.001989729831
222	0.001979594162
223	0.001951507146
224	0.001935947435
225	0.001895823149
226	0.001885422086
227	0.001875426553
228	0.00185007473
229	0.001840277236
230	0.001829593694
231	0.001829573254
232	0.001813409073
233	0.001789475709
234	0.001780328091
235	0.001773617948
236	0.001741225141
237	0.001734827186
238	0.001728329165
239	0.001728335636
240	0.001717465651
241	0.001700467524
242	0.001694266992
243	0.001670052402
244	0.001656944905
245	0.001648091277
246	0.001639123188
247	0.001639123188
248	0.001595685028
249	0.001585475545
250	0.001575545536
251	0.001567754466
252	0.001561188981
253	0.001552240805
254	0.001540357206
255	0.001535446573
256	0.001528464344
257	0.001528463123
258	0.001514659246
259	0.001491910769
260	0.00149191636
261	0.001491895837
262	0.00148053391
263	0.001473116873
264	0.001473113941
265	0.001473118813
266	0.001451382541
267	0.001451382541
268	0.001451388724
269	0.001451373688
270	0.001442096629
271	0.001435718288
272	0.00141808824
273	0.001418099318
274	0.001418080435
275	0.001418088794
276	0.001418081866
277	0.0014076259
278	0.00138363568
279	0.001383627089
280	0.001375777046
281	0.001370002763
282	0.001370003733
283	0.001370003733
284	0.001351010144
285	0.001351002119
286	0.001344182065
287	0.001344182065
288	0.001344182065
289	0.001335378975
290	0.001329616743
291	0.001329616743
292	0.001324464009
293	0.001324449591
294	0.001324449591
295	0.001324449591
296	0.001318054307
297	0.001312719022
298	0.001312712267
299	0.001312703317
300	0.001312696284
301	0.001312700561
302	0.001312688629
303	0.001295951767
304	0.001286771762
305	0.001282328287
306	0.0012774802
307	0.001277480765
308	0.001277473949
309	0.001260945951
310	0.001252490972
311	0.001243369072
312	0.001228206927
313	0.001228209654
314	0.001228193985
315	0.001225132702
316	0.001219537636
317	0.001219533502
318	0.001219533502
319	0.001207448725
320	0.001194806048
321	0.001194807546
322	0.001181973947
323	0.001181964127
324	0.001161391176
325	0.001161400988
326	0.001152209447
327	0.001152209447
328	0.001152195699
329	0.001144423816
330	0.00113596869
331	0.00113596869
332	0.00113596869
333	0.00113596869
334	0.00113595349
335	0.001131013969
336	0.001115481395
337	0.001106010896
338	0.001089855324
339	0.001080242867
340	0.001080242867
341	0.001080242867
342	0.001071211986
343	0.001071211986
344	0.001065669084
345	0.001060032572
346	0.001060032572
347	0.001050293036
348	0.001046212765
349	0.001046212765
350	0.001032335966
351	0.001032335985
352	0.001032335985
353	0.001032335985
354	0.00103234155
355	0.001032340606
356	0.001032340606
357	0.001032335427
358	0.001032334054
359	0.001025142345
360	0.001025142345
361	0.001015951014
362	0.001015954639
363	0.001015956385
364	0.001015956385
365	0.001015956385
366	0.001015962192
367	0.001001988234
368	0.00100198031
369	0.001001979752
370	0.001001982744
371	0.001001978902
372	0.001001987366
373	0.001001981816
374	0.001001981816
375	0.001001981816
376	0.001001981816
377	0.001001969424
378	0.00100196693
379	0.00100196693
380	0.001001971457
381	0.001001963274
382	0.001001968437
383	0.001001968437
384	0.001001961131
385	0.001001960573
386	0.001001960573
387	0.001001958505
388	0.001001958505
389	0.001001968403
390	0.001001955948
391	0.00100196258
392	0.001001952961
393	0.001001946568
394	0.001001946568
395	0.0009958325736
396	0.0009958169684
397	0.0009958169684
398	0.0009920178974
399	0.0009920178974
400	0.0009821187929
401	0.0009821378239
402	0.0009821258476
403	0.0009821126167
